sentence,label,concept,category,feature,id
a heron has a body.,1,heron,bird,has a body,7364
a kingfisher has a body.,1,kingfisher,bird,has a body,7365
a spider has a body.,1,spider,invertebrate,has a body,7366
a moose has a body.,1,moose,animal,has a body,7367
a clam has a body.,1,clam,sea creature,has a body,7368
a dog has a body.,1,dog,animal,has a body,7369
a minnow has a body.,1,minnow,fish,has a body,7370
a raven has a body.,1,raven,bird,has a body,7371
a goldfish has a body.,1,goldfish,fish,has a body,7372
a housefly has a body.,1,housefly,invertebrate,has a body,7373
a raccoon has a body.,1,raccoon,animal,has a body,7374
a butterfly has a body.,1,butterfly,invertebrate,has a body,7375
a mouse has a body.,1,mouse,animal,has a body,7376
a moth has a body.,1,moth,invertebrate,has a body,7377
a frog has a body.,1,frog,animal,has a body,7378
a mackerel has a body.,1,mackerel,fish,has a body,7379
an oyster has a body.,1,oyster,sea creature,has a body,7380
a robin has a body.,1,robin,bird,has a body,7381
an owl has a body.,1,owl,bird,has a body,7382
a monkey has a body.,1,monkey,animal,has a body,7383
a beetle has a body.,1,beetle,invertebrate,has a body,7384
a duck has a body.,1,duck,bird,has a body,7385
a panther has a body.,1,panther,animal,has a body,7386
a flamingo has a body.,1,flamingo,bird,has a body,7387
a flea has a body.,1,flea,invertebrate,has a body,7388
a squirrel has a body.,1,squirrel,animal,has a body,7389
a crane has a body.,1,crane,bird,has a body,7390
a tuna has a body.,1,tuna,fish,has a body,7391
a falcon has a body.,1,falcon,bird,has a body,7392
a crayfish has a body.,1,crayfish,sea creature,has a body,7393
a cat has a body.,1,cat,animal,has a body,7394
a gorilla has a body.,1,gorilla,animal,has a body,7395
a jellyfish has a body.,1,jellyfish,sea creature,has a body,7396
a shrimp has a body.,1,shrimp,sea creature,has a body,7397
a ladybird has a body.,1,ladybird,invertebrate,has a body,7398
an ant has a body.,1,ant,invertebrate,has a body,7399
a kangaroo has a body.,1,kangaroo,animal,has a body,7400
an eel has a body.,1,eel,fish,has a body,7401
a sparrow has a body.,1,sparrow,bird,has a body,7402
a shark has a body.,1,shark,fish,has a body,7403
an ox has a body.,1,ox,animal,has a body,7404
a whale has a body.,1,whale,sea creature,has a body,7405
a deer has a body.,1,deer,animal,has a body,7406
a nightingale has a body.,1,nightingale,bird,has a body,7407
a buttercup has a body.,0,buttercup,flower,has a body,7408
a carnation has a body.,0,carnation,flower,has a body,7409
a ball has a body.,0,ball,toy,has a body,7410
a dice has a body.,0,dice,toy,has a body,7411
a tank has a body.,0,tank,vehicle,has a body,7412
a basin has a body.,0,basin,container,has a body,7413
a tricycle has a body.,0,tricycle,vehicle,has a body,7414
a radish has a body.,0,radish,vegetable,has a body,7415
a finger has a body.,0,finger,body part,has a body,7416
a chestnut tree has a body.,0,chestnut,tree,has a body,7417
a desk has a body.,0,desk,furniture,has a body,7418
a cupboard has a body.,0,cupboard,furniture,has a body,7419
a swing has a body.,0,swing,toy,has a body,7420
a blueberry has a body.,0,blueberry,fruit,has a body,7421
a rocket has a body.,0,rocket,vehicle,has a body,7422
a dishwasher has a body.,0,dishwasher,appliance,has a body,7423
a dresser has a body.,0,dresser,furniture,has a body,7424
a cannon has a body.,0,cannon,weapon,has a body,7425
a guitar has a body.,0,guitar,music,has a body,7426
a daffodil has a body.,0,daffodil,flower,has a body,7427
a screw has a body.,0,screw,tool,has a body,7428
a basket has a body.,0,basket,container,has a body,7429
a pine tree has a body.,0,pine,tree,has a body,7430
a ladle has a body.,0,ladle,kitchenware,has a body,7431
a cage has a body.,0,cage,container,has a body,7432
a sledge has a body.,0,sledge,vehicle,has a body,7433
a mirror has a body.,0,mirror,furniture,has a body,7434
a bucket has a body.,0,bucket,container,has a body,7435
cider has a body.,0,cider,drink,has a body,7436
a tulip has a body.,0,tulip,flower,has a body,7437
a swimsuit has a body.,0,swimsuit,clothing,has a body,7438
a chest of drawers has a body.,0,chest_of_drawers,furniture,has a body,7439
a football has a body.,0,football,toy,has a body,7440
a screwdriver has a body.,0,screwdriver,tool,has a body,7441
a grenade has a body.,0,grenade,weapon,has a body,7442
a hyacinth has a body.,0,hyacinth,flower,has a body,7443
a trumpet has a body.,0,trumpet,music,has a body,7444
a blouse has a body.,0,blouse,clothing,has a body,7445
an organ has a body.,0,organ,music,has a body,7446
a spatula has a body.,0,spatula,kitchenware,has a body,7447
a gun has a body.,0,gun,weapon,has a body,7448
a dress has a body.,0,dress,clothing,has a body,7449
a broom has a body.,0,broom,tool,has a body,7450
a pajama has a body.,0,pajama,clothing,has a body,7451
a suit has a body.,0,suit,clothing,has a body,7452
a parsley has a body.,0,parsley,vegetable,has a body,7453
a hair has a body.,0,hair,body part,has a body,7454
a yacht has a body.,0,yacht,water vehicle,has a body,7455
a hoe has a body.,0,hoe,tool,has a body,7456
a lamp has a body.,0,lamp,furniture,has a body,7457
a helmet has a body.,0,helmet,clothing,has a body,7458
an onion has a body.,0,onion,vegetable,has a body,7459
a leek has a body.,0,leek,vegetable,has a body,7460
a sink has a body.,0,sink,container,has a body,7461
a coconut has a body.,0,coconut,fruit,has a body,7462
an oak tree has a body.,0,oak,tree,has a body,7463
a sofa has a body.,0,sofa,furniture,has a body,7464
a eucalyptus tree has a body.,0,eucalyptus,tree,has a body,7465
a sunflower has a body.,0,sunflower,flower,has a body,7466
a nut has a body.,0,nut,fruit,has a body,7467
a rollerskate has a body.,0,rollerskate,toy,has a body,7468
a scarf has a body.,0,scarf,clothing,has a body,7469
a bolt has a body.,0,bolt,tool,has a body,7470
an orchid has a body.,0,orchid,flower,has a body,7471
a can opener has a body.,0,can_opener,kitchenware,has a body,7472
a daisy has a body.,0,daisy,flower,has a body,7473
a bag has a body.,0,bag,container,has a body,7474
an elm tree has a body.,0,elm,tree,has a body,7475
a date has a body.,0,date,fruit,has a body,7476
a chandelier has a body.,0,chandelier,furniture,has a body,7477
a puppet has a body.,0,puppet,toy,has a body,7478
a helicopter has a body.,0,helicopter,vehicle,has a body,7479
a camera has a body.,0,camera,appliance,has a body,7480
a geranium has a body.,0,geranium,flower,has a body,7481
a barrel has a body.,0,barrel,container,has a body,7482
a table has a body.,0,table,furniture,has a body,7483
a jacket has a body.,0,jacket,clothing,has a body,7484
a bookcase has a body.,0,bookcase,furniture,has a body,7485
an armor has a body.,0,armor,clothing,has a body,7486
a cup has a body.,0,cup,container,has a body,7487
a nail has a body.,0,nail,tool,has a body,7488
lips has a body.,0,lips,body part,has a body,7489
a cauliflower has a body.,0,cauliflower,vegetable,has a body,7490
a dandelion has a body.,0,dandelion,flower,has a body,7491
a rake has a body.,0,rake,tool,has a body,7492
a tweezer has a body.,0,tweezer,tool,has a body,7493
a bathtub has a body.,0,bathtub,container,has a body,7494
a plow has a body.,0,plow,tool,has a body,7495
bread has a body.,0,bread,food,has a body,7496
a spanner has a body.,0,spanner,tool,has a body,7497
a violin has a body.,0,violin,music,has a body,7498
a club has a body.,0,club,weapon,has a body,7499
a balloon has a body.,0,balloon,toy,has a body,7500
a satchel has a body.,0,satchel,container,has a body,7501
a jar has a body.,0,jar,container,has a body,7502
a van has a body.,0,van,vehicle,has a body,7503
a willow tree has a body.,0,willow,tree,has a body,7504
a whisk has a body.,0,whisk,kitchenware,has a body,7505
a tray has a body.,0,tray,kitchenware,has a body,7506
a catapult has a body.,0,catapult,weapon,has a body,7507
a harpoon has a body.,0,harpoon,weapon,has a body,7508
a bin has a body.,0,bin,container,has a body,7509
a mug has a body.,0,mug,container,has a body,7510
a marigold has a body.,0,marigold,flower,has a body,7511
a raft has a body.,0,raft,water vehicle,has a body,7512
a bowl has a body.,0,bowl,container,has a body,7513
a yoyo has a body.,0,yoyo,toy,has a body,7514
earmuffs has a body.,0,earmuffs,clothing,has a body,7515
a bottle has a body.,0,bottle,container,has a body,7516
a rattle has a body.,0,rattle,toy,has a body,7517
a sycamore tree has a body.,0,sycamore,tree,has a body,7518
mayonnaise has a body.,0,mayonnaise,food,has a body,7519
an airplane has a body.,0,airplane,vehicle,has a body,7520
a brussels sprout has a body.,0,brussels_sprout,vegetable,has a body,7521
a fir tree has a body.,0,fir,tree,has a body,7522
a sword has a body.,0,sword,weapon,has a body,7523
a submarine has a body.,0,submarine,water vehicle,has a body,7524
a boat has a body.,0,boat,water vehicle,has a body,7525
a jug has a body.,0,jug,container,has a body,7526
a rose has a body.,0,rose,flower,has a body,7527
a cymbal has a body.,0,cymbal,music,has a body,7528
a bed has a body.,0,bed,furniture,has a body,7529
a box has a body.,0,box,container,has a body,7530
a french horn has a body.,0,french_horn,music,has a body,7531
a piano has a body.,0,piano,music,has a body,7532
a pansy has a body.,0,pansy,flower,has a body,7533
a peeler has a body.,0,peeler,kitchenware,has a body,7534
a hutch has a body.,0,hutch,container,has a body,7535
a strainer has a body.,0,strainer,kitchenware,has a body,7536
a veil has a body.,0,veil,clothing,has a body,7537
a bench has a body.,0,bench,furniture,has a body,7538
a lily has a body.,0,lily,flower,has a body,7539
a birch tree has a body.,0,birch,tree,has a body,7540
a bomb has a body.,0,bomb,weapon,has a body,7541
a shirt has a body.,0,shirt,clothing,has a body,7542
a hammer has a body.,0,hammer,tool,has a body,7543
a clamp has a body.,0,clamp,tool,has a body,7544
a kite has a body.,0,kite,toy,has a body,7545
a chopping board has a body.,0,chopping_board,kitchenware,has a body,7546
a drill has a body.,0,drill,tool,has a body,7547
a plate has a body.,0,plate,kitchenware,has a body,7548
a bicycle has a body.,0,bicycle,vehicle,has a body,7549
a coach has a body.,0,coach,vehicle,has a body,7550
a train has a body.,0,train,vehicle,has a body,7551
a carrot has a body.,0,carrot,vegetable,has a body,7552
a spirit level has a body.,0,spirit_level,tool,has a body,7553
a wallet has a body.,0,wallet,container,has a body,7554
a leotard has a body.,0,leotard,clothing,has a body,7555
a cabbage has a body.,0,cabbage,vegetable,has a body,7556
a saw has a body.,0,saw,tool,has a body,7557
a poppy has a body.,0,poppy,flower,has a body,7558
a chisel has a body.,0,chisel,tool,has a body,7559
a bus has a body.,0,bus,vehicle,has a body,7560
a buttercup can grow.,1,buttercup,flower,can grow,8473
a hummingbird can grow.,1,hummingbird,bird,can grow,8474
a carnation can grow.,1,carnation,flower,can grow,8475
a tiger can grow.,1,tiger,animal,can grow,8476
a wolf can grow.,1,wolf,animal,can grow,8477
a lobster can grow.,1,lobster,sea creature,can grow,8478
a radish can grow.,1,radish,vegetable,can grow,8479
a bear can grow.,1,bear,animal,can grow,8480
a cow can grow.,1,cow,animal,can grow,8481
a finger can grow.,1,finger,body part,can grow,8482
a seahorse can grow.,1,seahorse,fish,can grow,8483
a cockroach can grow.,1,cockroach,invertebrate,can grow,8484
a buzzard can grow.,1,buzzard,bird,can grow,8485
a chestnut tree can grow.,1,chestnut,tree,can grow,8486
an alligator can grow.,1,alligator,animal,can grow,8487
a blueberry can grow.,1,blueberry,fruit,can grow,8488
a calf can grow.,1,calf,animal,can grow,8489
a wren can grow.,1,wren,bird,can grow,8490
an emu can grow.,1,emu,bird,can grow,8491
an iguana can grow.,1,iguana,animal,can grow,8492
a hippo can grow.,1,hippo,animal,can grow,8493
a bone can grow.,1,bone,body part,can grow,8494
a dove can grow.,1,dove,bird,can grow,8495
a crab can grow.,1,crab,sea creature,can grow,8496
a cod can grow.,1,cod,fish,can grow,8497
a leg can grow.,1,leg,body part,can grow,8498
a daffodil can grow.,1,daffodil,flower,can grow,8499
a partridge can grow.,1,partridge,bird,can grow,8500
a pine tree can grow.,1,pine,tree,can grow,8501
an orange can grow.,1,orange,fruit,can grow,8502
a rabbit can grow.,1,rabbit,animal,can grow,8503
a goose can grow.,1,goose,bird,can grow,8504
a grasshopper can grow.,1,grasshopper,invertebrate,can grow,8505
a pig can grow.,1,pig,animal,can grow,8506
a camel can grow.,1,camel,animal,can grow,8507
a herring can grow.,1,herring,fish,can grow,8508
a chipmunk can grow.,1,chipmunk,animal,can grow,8509
a toad can grow.,1,toad,animal,can grow,8510
a thumb can grow.,1,thumb,body part,can grow,8511
a tulip can grow.,1,tulip,flower,can grow,8512
an eggplant can grow.,1,eggplant,vegetable,can grow,8513
a pineapple can grow.,1,pineapple,fruit,can grow,8514
a goat can grow.,1,goat,animal,can grow,8515
a fox can grow.,1,fox,animal,can grow,8516
a kiwi can grow.,1,kiwi,fruit,can grow,8517
a caterpillar can grow.,1,caterpillar,invertebrate,can grow,8518
an octopus can grow.,1,octopus,sea creature,can grow,8519
a chicken can grow.,1,chicken,bird,can grow,8520
a platypus can grow.,1,platypus,animal,can grow,8521
a pelican can grow.,1,pelican,bird,can grow,8522
a hyacinth can grow.,1,hyacinth,flower,can grow,8523
a foot can grow.,1,foot,body part,can grow,8524
a seagull can grow.,1,seagull,bird,can grow,8525
a mussel can grow.,1,mussel,sea creature,can grow,8526
a starling can grow.,1,starling,bird,can grow,8527
a tortoise can grow.,1,tortoise,animal,can grow,8528
a rhino can grow.,1,rhino,animal,can grow,8529
an avocado can grow.,1,avocado,vegetable,can grow,8530
a crocodile can grow.,1,crocodile,animal,can grow,8531
a beaver can grow.,1,beaver,animal,can grow,8532
an eagle can grow.,1,eagle,bird,can grow,8533
a walrus can grow.,1,walrus,sea creature,can grow,8534
a parsley can grow.,1,parsley,vegetable,can grow,8535
a peach can grow.,1,peach,fruit,can grow,8536
a skunk can grow.,1,skunk,animal,can grow,8537
a trout can grow.,1,trout,fish,can grow,8538
a sweet potato can grow.,1,sweet_potato,vegetable,can grow,8539
a garlic can grow.,1,garlic,vegetable,can grow,8540
a hair can grow.,1,hair,body part,can grow,8541
a hyena can grow.,1,hyena,animal,can grow,8542
a worm can grow.,1,worm,invertebrate,can grow,8543
a lamb can grow.,1,lamb,animal,can grow,8544
a plum can grow.,1,plum,fruit,can grow,8545
a leek can grow.,1,leek,vegetable,can grow,8546
an onion can grow.,1,onion,vegetable,can grow,8547
a scallop can grow.,1,scallop,sea creature,can grow,8548
a coconut can grow.,1,coconut,fruit,can grow,8549
an oak tree can grow.,1,oak,tree,can grow,8550
a eucalyptus tree can grow.,1,eucalyptus,tree,can grow,8551
a sunflower can grow.,1,sunflower,flower,can grow,8552
a nut can grow.,1,nut,fruit,can grow,8553
a cricket can grow.,1,cricket,invertebrate,can grow,8554
an arm can grow.,1,arm,body part,can grow,8555
a bee can grow.,1,bee,invertebrate,can grow,8556
a satsuma can grow.,1,satsuma,fruit,can grow,8557
a slug can grow.,1,slug,invertebrate,can grow,8558
a zebra can grow.,1,zebra,animal,can grow,8559
a wasp can grow.,1,wasp,invertebrate,can grow,8560
an orchid can grow.,1,orchid,flower,can grow,8561
a locust can grow.,1,locust,invertebrate,can grow,8562
a daisy can grow.,1,daisy,flower,can grow,8563
a giraffe can grow.,1,giraffe,animal,can grow,8564
a centipede can grow.,1,centipede,invertebrate,can grow,8565
a penguin can grow.,1,penguin,bird,can grow,8566
a date can grow.,1,date,fruit,can grow,8567
an elm tree can grow.,1,elm,tree,can grow,8568
a cheetah can grow.,1,cheetah,animal,can grow,8569
a leopard can grow.,1,leopard,animal,can grow,8570
a lemon can grow.,1,lemon,fruit,can grow,8571
a scorpion can grow.,1,scorpion,invertebrate,can grow,8572
an elephant can grow.,1,elephant,animal,can grow,8573
an apple can grow.,1,apple,fruit,can grow,8574
a geranium can grow.,1,geranium,flower,can grow,8575
a hamster can grow.,1,hamster,animal,can grow,8576
a turnip can grow.,1,turnip,vegetable,can grow,8577
a porcupine can grow.,1,porcupine,animal,can grow,8578
a carp can grow.,1,carp,fish,can grow,8579
a termite can grow.,1,termite,invertebrate,can grow,8580
a donkey can grow.,1,donkey,animal,can grow,8581
a hawk can grow.,1,hawk,bird,can grow,8582
a cockerel can grow.,1,cockerel,bird,can grow,8583
a spinach can grow.,1,spinach,vegetable,can grow,8584
a tangerine can grow.,1,tangerine,fruit,can grow,8585
a canary can grow.,1,canary,bird,can grow,8586
a magpie can grow.,1,magpie,bird,can grow,8587
a cauliflower can grow.,1,cauliflower,vegetable,can grow,8588
a dandelion can grow.,1,dandelion,flower,can grow,8589
a broccoli can grow.,1,broccoli,vegetable,can grow,8590
a prawn can grow.,1,prawn,sea creature,can grow,8591
